IR,RED,X,Y,Z,HR,RR,SP02,ERROR_RATE
252208,184314,-0.188153,0.253206,0.924751,83.3333333333333,15.625,99.2321040285619,14.8666666666667
252411,184354,-0.186151,0.256208,0.925752,83.3333333333333,15.625,99.2321040285619,14.8666666666667
251778,184342,-0.188153,0.255207,0.919747,83.3333333333333,15.625,99.7317870384376,14.8666666666667
251077,184048,-0.187152,0.251204,0.929755,83.3333333333333,15.625,99.7317870384376,14.8666666666667
250770,183953,-0.190155,0.248202,0.926753,83.3333333333333,15.625,99.7317870384376,14.8666666666667
250681,183820,-0.191155,0.250203,0.926753,83.3333333333333,15.625,99.7317870384376,14.8666666666667
250617,183763,-0.18415,0.251204,0.924751,83.3333333333333,15.625,99.7317870384376,14.8666666666667
250619,183751,-0.183149,0.247201,0.930756,83.3333333333333,15.625,99.7317870384376,14.8666666666667
250738,183773,-0.183149,0.248202,0.929755,83.3333333333333,15.625,99.7317870384376,14.8666666666667
250913,183801,-0.188153,0.248202,0.926753,83.3333333333333,15.625,99.7317870384376,14.8666666666667
251056,183810,-0.187152,0.249202,0.929755,83.3333333333333,15.625,99.7317870384376,14.8666666666667
251259,183883,-0.179146,0.2462,0.927754,83.3333333333333,15.625,99.9413919663247,14.8666666666667
251210,184003,-0.190155,0.247201,0.923751,83.3333333333333,15.625,99.9413919663247,14.8666666666667
250212,183737,-0.18415,0.247201,0.928755,83.3333333333333,15.625,99.9413919663247,14.8666666666667
250033,183534,-0.18515,0.241196,0.931757,83.3333333333333,15.625,99.9413919663247,14.8666666666667
249940,183480,-0.182148,0.2462,0.927754,83.3333333333333,15.625,99.9413919663247,14.8666666666667
250052,183558,-0.186151,0.2462,0.928755,83.3333333333333,15.625,99.9413919663247,14.8666666666667
250258,183596,-0.18415,0.2462,0.928755,83.3333333333333,15.625,99.9413919663247,14.8666666666667
250667,183736,-0.192156,0.251204,0.927754,83.3333333333333,15.625,99.9413919663247,14.8666666666667
251118,183889,-0.196159,0.251204,0.924751,83.3333333333333,15.625,99.9413919663247,14.8666666666667
251467,184009,-0.195159,0.253206,0.923751,75,15.625,99.8966132109949,14.8666666666667
251909,184128,-0.19716,0.255207,0.919747,75,15.625,99.8966132109949,14.8666666666667
252299,184308,-0.200163,0.257209,0.916745,75,15.625,99.8966132109949,14.8666666666667
252361,184492,-0.200163,0.25821,0.919747,75,15.625,99.8966132109949,14.8666666666667
251880,184326,-0.198161,0.260211,0.921749,75,15.625,99.8966132109949,14.8666666666667
251986,184294,-0.203165,0.25821,0.917746,75,15.625,99.8966132109949,14.8666666666667
252201,184360,-0.206168,0.265215,0.918746,75,15.625,99.8966132109949,14.8666666666667
252335,184453,-0.202164,0.264215,0.909739,75,15.625,99.8966132109949,14.8666666666667
252485,184428,-0.199162,0.264215,0.916745,75,15.625,99.8966132109949,14.8666666666667
252670,184449,-0.200163,0.267217,0.911741,75,15.625,99.8966132109949,14.8666666666667
252927,184534,-0.19716,0.262213,0.920748,83.3333333333333,15.625,95.0213033280146,14.8666666666667
253074,184608,-0.198161,0.264215,0.927754,83.3333333333333,15.625,95.0213033280146,14.8666666666667
253208,184628,-0.193157,0.257209,0.92275,83.3333333333333,15.625,95.0213033280146,14.8666666666667
253387,184666,-0.200163,0.259211,0.916745,83.3333333333333,15.625,95.0213033280146,14.8666666666667
252885,184689,-0.193157,0.260211,0.916745,83.3333333333333,15.625,95.0213033280146,14.8666666666667
252614,184468,-0.195159,0.257209,0.938763,83.3333333333333,15.625,95.0213033280146,14.8666666666667
252452,184403,-0.192156,0.253206,0.915744,83.3333333333333,15.625,95.0213033280146,14.8666666666667
252618,184370,-0.187152,0.249202,0.917746,83.3333333333333,15.625,95.0213033280146,14.8666666666667
252631,184417,-0.190155,0.253206,0.930756,83.3333333333333,15.625,95.0213033280146,14.8666666666667
252664,184315,-0.189154,0.252205,0.932758,75,15.625,99.641699762554,14.8666666666667
252820,184370,-0.187152,0.250203,0.929755,75,15.625,99.641699762554,14.8666666666667
252909,184384,-0.188153,0.2462,0.931757,75,15.625,99.641699762554,14.8666666666667
253088,184442,-0.187152,0.249202,0.928755,75,15.625,99.641699762554,14.8666666666667
253281,184484,-0.188153,0.248202,0.929755,75,15.625,99.641699762554,14.8666666666667
253426,184499,-0.183149,0.248202,0.920748,75,15.625,99.641699762554,14.8666666666667
253210,184503,-0.18415,0.2462,0.92275,75,15.625,99.641699762554,14.8666666666667
252705,184292,-0.188153,0.249202,0.931757,75,15.625,99.641699762554,14.8666666666667
252525,184255,-0.188153,0.2462,0.927754,75,15.625,99.641699762554,14.8666666666667
252539,184217,-0.182148,0.248202,0.930756,75,15.625,99.641699762554,14.8666666666667
252559,184192,-0.183149,0.247201,0.929755,75,15.625,99.9501337428873,14.8666666666667
252621,184199,-0.180146,0.249202,0.929755,75,15.625,99.9501337428873,14.8666666666667
252740,184209,-0.18515,0.243198,0.932758,75,15.625,99.9501337428873,14.8666666666667
252911,184243,-0.183149,0.247201,0.929755,75,15.625,99.9501337428873,14.8666666666667
253055,184300,-0.18515,0.247201,0.923751,75,15.625,99.9501337428873,14.8666666666667
253334,184403,-0.18515,0.248202,0.924751,75,15.625,99.9501337428873,14.8666666666667
253542,184469,-0.194158,0.2462,0.931757,75,15.625,99.9501337428873,14.8666666666667
253764,184513,-0.195159,0.252205,0.918746,75,15.625,99.9501337428873,14.8666666666667
253194,184508,-0.190155,0.253206,0.919747,75,15.625,99.9501337428873,14.8666666666667
253157,184442,-0.195159,0.255207,0.932758,75,15.625,99.9501337428873,14.8666666666667
253131,184432,-0.194158,0.253206,0.92275,83.3333333333333,15.625,96.40823676556,14.8666666666667
253278,184463,-0.19716,0.256208,0.92275,83.3333333333333,15.625,96.40823676556,14.8666666666667
253345,184459,-0.19716,0.260211,0.923751,83.3333333333333,15.625,96.40823676556,14.8666666666667
253533,184499,-0.19716,0.257209,0.919747,83.3333333333333,15.625,96.40823676556,14.8666666666667
253760,184631,-0.19716,0.261212,0.917746,83.3333333333333,15.625,96.40823676556,14.8666666666667
253913,184673,-0.196159,0.25821,0.915744,83.3333333333333,15.625,96.40823676556,14.8666666666667
254079,184719,-0.195159,0.261212,0.918746,83.3333333333333,15.625,96.40823676556,14.8666666666667
254298,184788,-0.199162,0.262213,0.928755,83.3333333333333,15.625,96.40823676556,14.8666666666667
254397,184827,-0.201163,0.260211,0.92275,83.3333333333333,15.625,96.40823676556,14.8666666666667
253940,184794,-0.196159,0.259211,0.92275,57.6923076923077,15.625,98.5036942233114,14.8666666666667
253524,184575,-0.196159,0.255207,0.925752,57.6923076923077,15.625,98.5036942233114,14.8666666666667
253408,184545,-0.193157,0.252205,0.923751,57.6923076923077,15.625,98.5036942233114,14.8666666666667
253425,184518,-0.193157,0.256208,0.920748,57.6923076923077,15.625,98.5036942233114,14.8666666666667
253370,184480,-0.191155,0.251204,0.928755,57.6923076923077,15.625,98.5036942233114,14.8666666666667
253362,184440,-0.186151,0.249202,0.931757,57.6923076923077,15.625,98.5036942233114,14.8666666666667
253546,184435,-0.190155,0.249202,0.926753,57.6923076923077,15.625,98.5036942233114,14.8666666666667
253629,184456,-0.189154,0.251204,0.923751,57.6923076923077,15.625,98.5036942233114,14.8666666666667
253707,184483,-0.187152,0.250203,0.928755,57.6923076923077,15.625,98.5036942233114,14.8666666666667
253861,184478,-0.187152,0.245199,0.929755,57.6923076923077,15.625,98.5036942233114,14.8666666666667
253978,184564,-0.18415,0.2462,0.924751,57.6923076923077,12.7118644067797,98.5036942233114,14.8666666666667
253686,184561,-0.191155,0.2462,0.925752,57.6923076923077,12.7118644067797,98.5036942233114,14.8666666666667
252994,184329,-0.18515,0.243198,0.929755,57.6923076923077,12.7118644067797,98.5036942233114,14.8666666666667
252863,184198,-0.182148,0.244198,0.929755,93.75,12.7118644067797,99.8638254534328,14.8666666666667
252807,184138,-0.18415,0.247201,0.925752,93.75,12.7118644067797,99.8638254534328,14.8666666666667
252796,184156,-0.183149,0.245199,0.927754,93.75,12.7118644067797,99.8638254534328,14.8666666666667
252746,184089,-0.179146,0.244198,0.926753,93.75,12.7118644067797,99.8638254534328,14.8666666666667
252921,184070,-0.182148,0.240195,0.93576,93.75,12.7118644067797,99.8638254534328,14.8666666666667
252951,184146,-0.186151,0.245199,0.930756,93.75,12.7118644067797,99.8638254534328,14.8666666666667
253125,184160,-0.18515,0.243198,0.938763,93.75,12.7118644067797,99.8638254534328,14.8666666666667
253302,184202,-0.18515,0.243198,0.928755,93.75,12.7118644067797,99.8638254534328,14.8666666666667
253577,184293,-0.186151,0.244198,0.927754,83.3333333333333,12.7118644067797,99.6942169023903,14.8666666666667
253647,184409,-0.19716,0.249202,0.925752,83.3333333333333,12.7118644067797,99.6942169023903,14.8666666666667
252901,184307,-0.190155,0.247201,0.925752,83.3333333333333,12.7118644067797,99.6942169023903,14.8666666666667
252830,184169,-0.195159,0.2462,0.930756,83.3333333333333,12.7118644067797,99.6942169023903,14.8666666666667
